Order ID,Order Date,Ship Date,Ship Mode,Region,Category,Sub-Category,Sales,Discount,Profit,Delivery Days,,,,,
US-2017-117247,09/10/2017,14/10/2017,Standard Class,Central,Furniture,Tables,652.45,0.5,-430.617,5,,,,,
CA-2017-168389,11/12/2017,17/12/2017,Standard Class,South,Furniture,Tables,721.875,0.45,-420,6,,,,,
US-2014-134614,20/09/2014,25/09/2014,Standard Class,Central,Furniture,Tables,617.7,0.5,-407.682,5,,,,,
US-2017-118087,09/09/2017,13/09/2017,Standard Class,East,Technology,Phones,1931.958,0.4,-386.3916,4,,,,,
US-2015-108966,11/10/2015,18/10/2015,Standard Class,South,Furniture,Tables,957.5775,0.45,-383.031,7,,,,,
US-2017-161935,14/07/2017,18/07/2017,Standard Class,East,Technology,Phones,1889.946,0.4,-377.9892,4,,,,,
CA-2015-162950,28/06/2015,03/07/2015,Second Class,East,Furniture,Bookcases,482.94,0.5,-376.6932,5,,,,,
CA-2016-114867,23/12/2016,28/12/2016,Standard Class,East,Technology,Phones,1499.97,0.4,-374.9925,5,,,,,
US-2015-157154,10/01/2015,15/01/2015,Standard Class,East,Furniture,Tables,1018.104,0.4,-373.3048,5,,,,,
CA-2015-139731,15/10/2015,15/10/2015,Same Day,Central,Furniture,Chairs,2453.43,0.3,-350.49,0,,,,,
CA-2014-159520,06/06/2014,11/06/2014,Standard Class,East,Furniture,Tables,991.764,0.4,-347.1174,5,,,,,
US-2016-146066,21/08/2016,23/08/2016,Second Class,East,Furniture,Tables,815.292,0.4,-339.705,2,,,,,
US-2017-117723,15/08/2017,18/08/2017,Second Class,East,Office Supplies,Storage,1801.632,0.2,-337.806,3,,,,,
CA-2014-122931,29/09/2014,03/10/2014,Standard Class,East,Office Supplies,Storage,1801.632,0.2,-337.806,4,,,,,
CA-2015-134719,10/10/2015,15/10/2015,Standard Class,South,Office Supplies,Storage,1801.632,0.2,-337.806,5,,,,,
CA-2016-155530,17/12/2016,21/12/2016,Standard Class,West,Furniture,Tables,2003.52,0.2,-325.572,4,,,,,
CA-2016-108987,08/09/2016,10/09/2016,Second Class,Central,Furniture,Bookcases,2396.2656,0.32,-317.1528,2,,,,,
US-2016-127334,15/12/2016,21/12/2016,Standard Class,West,Furniture,Tables,564.195,0.5,-304.6653,6,,,,,
US-2016-115455,08/09/2016,14/09/2016,Standard Class,Central,Furniture,Tables,601.47,0.5,-300.735,6,,,,,
CA-2017-105851,13/03/2017,20/03/2017,Standard Class,West,Office Supplies,Supplies,1332.496,0.2,-299.8116,7,,,,,
CA-2014-165764,03/11/2014,07/11/2014,Standard Class,South,Furniture,Tables,945.036,0.4,-299.2614,4,,,,,
US-2017-134481,27/08/2017,01/09/2017,Standard Class,East,Furniture,Tables,1488.424,0.3,-297.6848,5,,,,,
US-2017-102890,30/06/2017,30/06/2017,Same Day,East,Furniture,Tables,1044.63,0.4,-295.9785,0,,,,,
CA-2016-162236,04/11/2016,06/11/2016,Second Class,South,Furniture,Tables,876.3,0.4,-292.1,2,,,,,
CA-2015-124891,31/07/2015,31/07/2015,Same Day,East,Furniture,Tables,1090.782,0.4,-290.8752,0,,,,,
CA-2017-109183,04/12/2017,09/12/2017,Standard Class,South,Technology,Machines,649,0.5,-272.58,5,,,,,
CA-2017-154039,17/02/2017,22/02/2017,Standard Class,Central,Furniture,Tables,480.96,0.5,-269.3376,5,,,,,
US-2016-143819,01/03/2016,05/03/2016,Standard Class,East,Furniture,Tables,836.592,0.4,-264.9208,4,,,,,
CA-2016-145261,18/12/2016,21/12/2016,First Class,West,Furniture,Tables,377.45,0.5,-264.215,3,,,,,
CA-2017-162691,01/08/2017,07/08/2017,Standard Class,Central,Technology,Machines,1439.982,0.4,-263.9967,6,,,,,
US-2016-141544,30/08/2016,01/09/2016,First Class,East,Furniture,Chairs,786.744,0.3,-258.5016,2,,,,,
CA-2015-135174,30/04/2015,02/05/2015,Second Class,East,Technology,Phones,1022.97,0.4,-255.7425,2,,,,,
CA-2016-118073,12/08/2016,16/08/2016,Standard Class,South,Furniture,Tables,562.2925,0.45,-255.5875,4,,,,,
CA-2017-121839,24/09/2017,28/09/2017,Standard Class,East,Technology,Phones,1169.694,0.4,-253.4337,4,,,,,
US-2014-106992,19/09/2014,21/09/2014,Second Class,Central,Technology,Machines,2519.958,0.4,-251.9958,2,,,,,
CA-2014-155796,11/11/2014,15/11/2014,Second Class,East,Furniture,Bookcases,521.96,0.5,-250.5408,4,,,,,
CA-2014-153850,24/11/2014,29/11/2014,Standard Class,East,Technology,Phones,1502.376,0.4,-250.396,5,,,,,
CA-2017-150910,22/12/2017,28/12/2017,Standard Class,South,Furniture,Tables,934.956,0.4,-249.3216,6,,,,,
US-2017-100930,07/04/2017,12/04/2017,Standard Class,South,Furniture,Tables,620.6145,0.45,-248.2458,5,,,,,
CA-2015-104346,11/12/2015,16/12/2015,Standard Class,West,Furniture,Tables,364.95,0.5,-248.166,5,,,,,
CA-2015-146262,02/01/2015,09/01/2015,Standard Class,East,Furniture,Bookcases,452.45,0.5,-244.323,7,,,,,
CA-2016-130911,24/03/2016,26/03/2016,Second Class,East,Furniture,Bookcases,301.47,0.5,-241.176,2,,,,,
CA-2016-125080,21/10/2016,26/10/2016,Standard Class,East,Furniture,Tables,661.176,0.4,-231.4116,5,,,,,
CA-2014-142839,16/08/2014,20/08/2014,Standard Class,East,Furniture,Tables,853.092,0.4,-227.4912,4,,,,,
US-2016-110170,27/09/2016,03/10/2016,Standard Class,Central,Furniture,Bookcases,956.6648,0.32,-225.0976,6,,,,,
US-2016-131611,05/11/2016,09/11/2016,Standard Class,Central,Furniture,Bookcases,956.6648,0.32,-225.0976,4,,,,,
CA-2015-113404,16/07/2015,16/07/2015,Same Day,West,Furniture,Chairs,1348.704,0.2,-219.1644,0,,,,,
CA-2016-134936,19/12/2016,25/12/2016,Standard Class,West,Furniture,Tables,455.97,0.5,-218.8656,6,,,,,
CA-2016-113243,10/06/2016,15/06/2016,Standard Class,West,Furniture,Tables,1335.68,0.2,-217.048,5,,,,,
CA-2014-114181,10/05/2014,14/05/2014,Second Class,East,Furniture,Bookcases,349.965,0.5,-216.9783,4,,,,,
CA-2016-129861,17/06/2016,23/06/2016,Standard Class,East,Furniture,Tables,376.866,0.4,-213.5574,6,,,,,
CA-2015-167010,05/04/2015,10/04/2015,Standard Class,East,Furniture,Bookcases,352.45,0.5,-211.47,5,,,,,
CA-2014-105984,24/11/2014,24/11/2014,Same Day,East,Technology,Phones,1049.97,0.4,-209.994,0,,,,,
CA-2014-106229,07/06/2014,11/06/2014,Second Class,Central,Furniture,Tables,268.935,0.5,-209.7693,4,,,,,
US-2015-164238,16/08/2015,20/08/2015,Standard Class,East,Furniture,Bookcases,301.47,0.5,-204.9996,4,,,,,
US-2015-140200,26/07/2015,28/07/2015,First Class,West,Furniture,Tables,393.165,0.5,-204.4458,2,,,,,
US-2016-122245,25/09/2016,30/09/2016,Standard Class,West,Furniture,Tables,393.165,0.5,-204.4458,5,,,,,
CA-2016-112697,18/12/2016,20/12/2016,Second Class,South,Office Supplies,Supplies,961.48,0.2,-204.3145,2,,,,,
CA-2014-121629,28/11/2014,02/12/2014,Standard Class,Central,Technology,Machines,998.85,0.4,-199.77,4,,,,,
US-2014-127978,03/03/2014,08/03/2014,Standard Class,East,Furniture,Bookcases,302.45,0.5,-199.617,5,,,,,
CA-2016-130820,15/11/2016,15/11/2016,Same Day,South,Furniture,Tables,630.024,0.4,-199.5076,0,,,,,
CA-2016-131289,08/12/2016,14/12/2016,Standard Class,West,Furniture,Tables,1421.664,0.2,-195.4788,6,,,,,
CA-2017-147760,04/11/2017,05/11/2017,First Class,South,Furniture,Tables,523.764,0.4,-192.0468,1,,,,,
US-2014-115189,30/12/2014,03/01/2015,Second Class,East,Furniture,Tables,523.764,0.4,-192.0468,4,,,,,
CA-2017-121300,29/09/2017,29/09/2017,Same Day,East,Furniture,Tables,344.22,0.4,-189.321,0,,,,,
CA-2015-112767,02/08/2015,06/08/2015,Standard Class,West,Furniture,Tables,277.5,0.5,-188.7,4,,,,,
CA-2017-127782,02/11/2017,06/11/2017,Standard Class,East,Technology,Phones,859.2,0.4,-186.16,4,,,,,
CA-2017-135937,20/02/2017,27/02/2017,Standard Class,West,Furniture,Tables,386.91,0.5,-185.7168,7,,,,,
CA-2014-145800,30/05/2014,05/06/2014,Standard Class,Central,Furniture,Tables,355.455,0.5,-184.8366,6,,,,,
CA-2015-121720,11/06/2015,12/06/2015,First Class,South,Furniture,Chairs,1123.92,0.2,-182.637,1,,,,,
US-2017-141558,11/03/2017,16/03/2017,Standard Class,East,Technology,Phones,776.85,0.4,-181.265,5,,,,,
CA-2017-163006,30/06/2017,04/07/2017,Second Class,Central,Furniture,Chairs,569.058,0.3,-178.8468,4,,,,,
CA-2015-153388,01/08/2015,07/08/2015,Standard Class,West,Furniture,Tables,1004.976,0.2,-175.8708,6,,,,,
CA-2014-163468,18/11/2014,21/11/2014,First Class,Central,Furniture,Tables,292.1,0.5,-175.26,3,,,,,
CA-2017-132290,10/03/2017,14/03/2017,Standard Class,Central,Furniture,Tables,933.408,0.3,-173.3472,4,,,,,
US-2016-160528,23/08/2016,30/08/2016,Standard Class,Central,Office Supplies,Storage,727.296,0.2,-172.7328,7,,,,,
CA-2014-113880,01/03/2014,05/03/2014,Standard Class,Central,Furniture,Chairs,634.116,0.3,-172.1172,4,,,,,
US-2014-112872,06/12/2014,11/12/2014,Second Class,West,Furniture,Tables,275.49,0.5,-170.8038,5,,,,,
CA-2017-147207,02/01/2017,04/01/2017,Second Class,Central,Furniture,Tables,913.43,0.3,-169.637,2,,,,,
CA-2014-103373,18/05/2014,24/05/2014,Standard Class,East,Technology,Phones,779.796,0.4,-168.9558,6,,,,,
CA-2016-127236,29/03/2016,02/04/2016,Standard Class,East,Furniture,Bookcases,299.975,0.5,-167.986,4,,,,,
CA-2016-140928,18/09/2016,22/09/2016,Standard Class,South,Furniture,Tables,383.438,0.45,-167.3184,4,,,,,
CA-2014-168984,26/11/2014,02/12/2014,Standard Class,West,Office Supplies,Storage,669.08,0.2,-167.27,6,,,,,
US-2015-130512,21/08/2015,25/08/2015,Standard Class,East,Office Supplies,Storage,663.072,0.2,-165.768,4,,,,,
US-2015-165512,24/05/2015,26/05/2015,Second Class,Central,Furniture,Chairs,602.651,0.3,-163.5767,2,,,,,
CA-2016-161907,05/04/2016,09/04/2016,Standard Class,East,Office Supplies,Supplies,769.184,0.2,-163.4516,4,,,,,
US-2015-154389,27/11/2015,03/12/2015,Standard Class,East,Technology,Phones,748.752,0.4,-162.2296,6,,,,,
CA-2014-133690,03/08/2014,05/08/2014,First Class,West,Furniture,Tables,218.75,0.5,-161.875,2,,,,,
CA-2015-150714,26/10/2015,01/11/2015,Standard Class,West,Office Supplies,Storage,718.64,0.2,-161.694,6,,,,,
US-2016-131611,05/11/2016,09/11/2016,Standard Class,Central,Furniture,Tables,863.128,0.3,-160.2952,4,,,,,
CA-2017-144526,30/04/2017,06/05/2017,Standard Class,East,Technology,Phones,677.58,0.4,-158.102,6,,,,,
CA-2016-121223,11/09/2016,13/09/2016,Second Class,East,Technology,Phones,728.946,0.4,-157.9383,2,,,,,
US-2015-168935,27/11/2015,02/12/2015,Standard Class,South,Furniture,Tables,375.4575,0.45,-157.0095,5,,,,,
US-2016-150861,03/12/2016,06/12/2016,First Class,East,Furniture,Tables,400.032,0.4,-153.3456,3,,,,,
CA-2015-131338,09/08/2015,12/08/2015,First Class,East,Furniture,Tables,382.806,0.4,-153.1224,3,,,,,
CA-2014-137274,29/03/2014,02/04/2014,Standard Class,Central,Furniture,Tables,890.841,0.3,-152.7156,4,,,,,
US-2015-138303,03/09/2015,07/09/2015,Standard Class,East,Office Supplies,Supplies,666.248,0.2,-149.9058,4,,,,,
CA-2016-106950,02/09/2016,06/09/2016,Standard Class,South,Furniture,Tables,472.518,0.4,-149.6307,4,,,,,
CA-2016-162187,11/12/2016,11/12/2016,Same Day,East,Furniture,Tables,328.59,0.4,-147.8655,0,,,,,
CA-2014-169684,20/10/2014,23/10/2014,First Class,South,Furniture,Tables,328.59,0.4,-147.8655,3,,,,,
US-2017-155425,10/11/2017,11/11/2017,First Class,West,Furniture,Chairs,899.136,0.2,-146.1096,1,,,,,
US-2015-120161,18/12/2015,23/12/2015,Standard Class,East,Office Supplies,Storage,646.776,0.2,-145.5246,5,,,,,
CA-2016-149272,15/03/2016,19/03/2016,Standard Class,Central,Furniture,Chairs,528.43,0.3,-143.431,4,,,,,
US-2014-117380,28/03/2014,03/04/2014,Standard Class,East,Furniture,Tables,330.588,0.4,-143.2548,6,,,,,
CA-2016-164784,01/05/2016,04/05/2016,First Class,South,Furniture,Tables,370.62,0.4,-142.071,3,,,,,
CA-2014-143903,20/07/2014,24/07/2014,Standard Class,Central,Furniture,Chairs,981.372,0.3,-140.196,4,,,,,
CA-2017-149888,07/11/2017,13/11/2017,Standard Class,East,Furniture,Tables,350.352,0.4,-140.1408,6,,,,,
US-2016-114013,13/03/2016,15/03/2016,Second Class,East,Office Supplies,Storage,552.56,0.2,-138.14,2,,,,,
CA-2016-164770,02/12/2016,04/12/2016,Second Class,Central,Furniture,Bookcases,781.864,0.32,-137.976,2,,,,,
CA-2016-162187,11/12/2016,11/12/2016,Same Day,East,Furniture,Chairs,458.43,0.3,-137.529,0,,,,,
CA-2016-143406,26/09/2016,30/09/2016,Standard Class,Central,Furniture,Chairs,454.965,0.3,-136.4895,4,,,,,
CA-2015-146563,24/08/2015,28/08/2015,Standard Class,Central,Office Supplies,Storage,724.08,0.2,-135.765,4,,,,,
CA-2017-142909,22/12/2017,25/12/2017,Second Class,West,Furniture,Tables,182.55,0.5,-135.087,3,,,,,
CA-2015-102876,07/09/2015,14/09/2015,Standard Class,East,Technology,Phones,791.964,0.4,-131.994,7,,,,,
CA-2014-134572,20/04/2014,22/04/2014,Second Class,Central,Furniture,Tables,401.59,0.3,-131.951,2,,,,,
CA-2017-105410,19/03/2017,22/03/2017,First Class,West,Technology,Phones,657.504,0.2,-131.5008,3,,,,,
US-2017-152380,19/11/2017,23/11/2017,Standard Class,Central,Furniture,Tables,219.075,0.5,-131.445,4,,,,,
CA-2014-155887,12/05/2014,17/05/2014,Standard Class,East,Furniture,Tables,700.056,0.3,-130.0104,5,,,,,
CA-2016-145730,03/03/2016,08/03/2016,Standard Class,Central,Furniture,Tables,637.896,0.3,-127.5792,5,,,,,
CA-2017-125451,23/10/2017,24/10/2017,First Class,East,Furniture,Tables,637.896,0.3,-127.5792,1,,,,,
CA-2014-166863,20/06/2014,24/06/2014,Standard Class,Central,Office Supplies,Storage,509.488,0.2,-127.372,4,,,,,
US-2015-122784,20/07/2015,27/07/2015,Standard Class,Central,Furniture,Bookcases,384.944,0.3,-126.4816,7,,,,,
CA-2015-137064,06/02/2015,13/02/2015,Standard Class,Central,Office Supplies,Storage,670.752,0.2,-125.766,7,,,,,
CA-2017-137785,13/05/2017,17/05/2017,Standard Class,East,Furniture,Chairs,458.43,0.3,-124.431,4,,,,,
CA-2016-133816,10/05/2016,13/05/2016,Second Class,East,Technology,Phones,743.988,0.4,-123.998,3,,,,,
CA-2014-142587,21/10/2014,22/10/2014,First Class,East,Furniture,Tables,409.59,0.4,-122.877,1,,,,,
US-2014-148838,17/03/2014,21/03/2014,Standard Class,East,Furniture,Tables,613.908,0.4,-122.7816,4,,,,,
CA-2014-127446,25/11/2014,30/11/2014,Standard Class,Central,Furniture,Tables,1218.735,0.3,-121.8735,5,,,,,
CA-2014-158281,02/09/2014,07/09/2014,Standard Class,Central,Technology,Machines,559.71,0.4,-121.2705,5,,,,,
CA-2016-157749,04/06/2016,09/06/2016,Second Class,Central,Furniture,Tables,177.225,0.5,-120.513,5,,,,,
CA-2017-101581,22/10/2017,27/10/2017,Standard Class,West,Furniture,Tables,177.225,0.5,-120.513,5,,,,,
US-2014-140452,06/12/2014,10/12/2014,Standard Class,Central,Furniture,Tables,214.95,0.5,-120.372,4,,,,,
CA-2015-164084,07/09/2015,12/09/2015,Standard Class,East,Furniture,Tables,481.176,0.4,-120.294,5,,,,,
CA-2016-130288,26/11/2016,30/11/2016,Second Class,East,Furniture,Tables,313.176,0.4,-120.0508,4,,,,,
CA-2016-110975,25/12/2016,30/12/2016,Standard Class,East,Furniture,Tables,313.176,0.4,-120.0508,5,,,,,
CA-2016-120824,12/06/2016,16/06/2016,Second Class,Central,Furniture,Chairs,379.372,0.3,-119.2312,4,,,,,
US-2017-133200,06/05/2017,11/05/2017,Standard Class,Central,Furniture,Bookcases,623.4648,0.32,-119.1918,5,,,,,
CA-2015-146563,24/08/2015,28/08/2015,Standard Class,Central,Furniture,Tables,918.785,0.3,-118.1295,4,,,,,
CA-2016-155747,14/06/2016,21/06/2016,Standard Class,East,Furniture,Tables,337.176,0.4,-118.0116,7,,,,,
CA-2017-140326,04/09/2017,06/09/2017,First Class,Central,Furniture,Bookcases,825.174,0.3,-117.882,2,,,,,
US-2016-114013,13/03/2016,15/03/2016,Second Class,East,Technology,Phones,539.91,0.4,-116.9805,2,,,,,
CA-2016-139157,01/10/2016,05/10/2016,Standard Class,East,Furniture,Tables,330.588,0.4,-115.7058,4,,,,,
US-2016-126893,26/11/2016,01/12/2016,Standard Class,East,Technology,Phones,494.982,0.4,-115.4958,5,,,,,
CA-2017-113908,03/06/2017,09/06/2017,Standard Class,East,Furniture,Tables,384.768,0.4,-115.4304,6,,,,,
US-2016-100720,16/07/2016,21/07/2016,Standard Class,East,Technology,Phones,494.376,0.4,-115.3544,5,,,,,
US-2015-134026,26/04/2015,02/05/2015,Standard Class,South,Furniture,Chairs,831.936,0.2,-114.3912,6,,,,,
CA-2016-104276,27/11/2016,03/12/2016,Standard Class,South,Furniture,Tables,331.023,0.45,-114.3534,6,,,,,
CA-2015-135251,06/08/2015,10/08/2015,Standard Class,Central,Furniture,Bookcases,369.1992,0.32,-114.0174,4,,,,,
US-2017-169551,07/07/2017,09/07/2017,First Class,East,Technology,Phones,683.988,0.4,-113.998,2,,,,,
US-2015-168704,13/04/2015,17/04/2015,Standard Class,Central,Furniture,Tables,609.98,0.3,-113.282,4,,,,,
CA-2017-117457,08/12/2017,12/12/2017,Standard Class,West,Furniture,Tables,1004.024,0.2,-112.9527,4,,,,,
US-2015-126753,16/08/2015,20/08/2015,Standard Class,East,Technology,Phones,519.792,0.4,-112.6216,4,,,,,
CA-2017-132199,03/05/2017,08/05/2017,Standard Class,East,Furniture,Tables,373.47,0.4,-112.041,5,,,,,
CA-2016-165316,23/07/2016,27/07/2016,Standard Class,South,Technology,Machines,265.475,0.5,-111.4995,4,,,,,
CA-2014-169775,29/08/2014,02/09/2014,Second Class,South,Furniture,Tables,174.0585,0.45,-110.7645,4,,,,,
CA-2014-112158,02/12/2014,04/12/2014,First Class,East,Furniture,Bookcases,883.92,0.2,-110.49,2,,,,,
CA-2015-104871,30/03/2015,03/04/2015,Standard Class,Central,Furniture,Chairs,366.744,0.3,-110.0232,4,,,,,
CA-2016-109400,02/05/2016,06/05/2016,Standard Class,Central,Furniture,Chairs,366.744,0.3,-110.0232,4,,,,,
CA-2014-126760,26/07/2014,02/08/2014,Standard Class,West,Furniture,Chairs,674.352,0.2,-109.5822,7,,,,,
CA-2014-160766,14/09/2014,14/09/2014,Same Day,East,Furniture,Tables,464.292,0.4,-108.3348,0,,,,,
CA-2014-129938,15/12/2014,17/12/2014,Second Class,East,Furniture,Chairs,445.802,0.3,-108.2662,2,,,,,
US-2014-159926,18/11/2014,22/11/2014,Standard Class,East,Technology,Phones,539.964,0.4,-107.9928,4,,,,,
CA-2014-129147,02/11/2014,06/11/2014,Standard Class,East,Technology,Phones,539.964,0.4,-107.9928,4,,,,,
CA-2017-151750,01/01/2017,05/01/2017,Standard Class,Central,Office Supplies,Storage,454.56,0.2,-107.958,4,,,,,
CA-2017-109085,17/02/2017,20/02/2017,First Class,East,Furniture,Tables,455.97,0.4,-106.393,3,,,,,
US-2015-134558,19/12/2015,24/12/2015,Second Class,East,Furniture,Tables,1053.164,0.3,-105.3164,5,,,,,
US-2017-147669,25/12/2017,30/12/2017,Standard Class,East,Furniture,Tables,273.06,0.4,-104.673,5,,,,,
US-2017-111024,03/07/2017,06/07/2017,Second Class,East,Furniture,Tables,215.148,0.4,-103.9882,3,,,,,
US-2015-138919,17/09/2015,21/09/2015,Standard Class,East,Furniture,Tables,344.22,0.4,-103.266,4,,,,,
US-2017-100930,07/04/2017,12/04/2017,Standard Class,South,Furniture,Tables,233.86,0.45,-102.048,5,,,,,
CA-2015-168746,27/01/2015,29/01/2015,Second Class,East,Technology,Phones,431.976,0.4,-100.7944,2,,,,,
CA-2016-133935,18/09/2016,22/09/2016,Standard Class,West,Furniture,Chairs,885.528,0.2,-99.6219,4,,,,,
CA-2016-168046,25/01/2016,28/01/2016,Second Class,East,Furniture,Tables,313.722,0.4,-99.3453,3,,,,,
CA-2014-164210,18/11/2014,20/11/2014,Second Class,West,Furniture,Tables,145.98,0.5,-99.2664,2,,,,,
CA-2016-110898,06/03/2016,12/03/2016,Standard Class,Central,Furniture,Tables,145.98,0.5,-99.2664,6,,,,,
CA-2017-102750,04/09/2017,08/09/2017,Second Class,West,Furniture,Tables,1322.352,0.2,-99.1764,4,,,,,
CA-2015-133452,13/04/2015,19/04/2015,Standard Class,West,Furniture,Tables,710.832,0.2,-97.7394,6,,,,,
CA-2014-166863,20/06/2014,24/06/2014,Standard Class,Central,Technology,Machines,418.8,0.4,-97.72,4,,,,,
CA-2016-163328,04/11/2016,06/11/2016,Second Class,West,Furniture,Chairs,650.352,0.2,-97.5528,2,,,,,
US-2017-113992,14/12/2017,19/12/2017,Standard Class,Central,Furniture,Tables,974.988,0.3,-97.4988,5,,,,,
US-2014-112914,25/09/2014,30/09/2014,Standard Class,Central,Furniture,Bookcases,300.5328,0.32,-97.2312,5,,,,,
CA-2017-166695,20/05/2017,24/05/2017,Standard Class,West,Furniture,Chairs,518.272,0.2,-97.176,4,,,,,
CA-2017-137449,29/06/2017,30/06/2017,First Class,Central,Furniture,Bookcases,409.9992,0.32,-96.4704,1,,,,,
US-2016-157945,26/09/2016,01/10/2016,Standard Class,Central,Furniture,Chairs,747.558,0.3,-96.1146,5,,,,,
CA-2016-108875,24/09/2016,01/10/2016,Standard Class,West,Office Supplies,Storage,511.056,0.2,-95.823,7,,,,,
CA-2014-134572,20/04/2014,22/04/2014,Second Class,Central,Furniture,Tables,744.1,0.3,-95.67,2,,,,,
US-2016-120929,18/03/2016,21/03/2016,Second Class,South,Furniture,Tables,189.882,0.4,-94.941,3,,,,,
CA-2014-121769,08/04/2014,12/04/2014,Standard Class,East,Furniture,Tables,172.11,0.4,-94.6605,4,,,,,
CA-2014-114251,05/11/2014,10/11/2014,Standard Class,East,Office Supplies,Storage,1080.096,0.2,-94.5084,5,,,,,
CA-2014-148915,01/11/2014,05/11/2014,Standard Class,West,Office Supplies,Storage,443.92,0.2,-94.333,4,,,,,
CA-2014-159835,17/11/2014,24/11/2014,Standard Class,East,Furniture,Chairs,657.93,0.3,-93.99,7,,,,,
CA-2014-129189,21/07/2014,25/07/2014,Standard Class,Central,Furniture,Chairs,657.93,0.3,-93.99,4,,,,,
CA-2015-110891,20/11/2015,24/11/2015,Standard Class,East,Furniture,Chairs,344.372,0.3,-93.4724,4,,,,,
CA-2016-125087,18/04/2016,23/04/2016,Standard Class,Central,Furniture,Chairs,344.372,0.3,-93.4724,5,,,,,
CA-2017-157987,02/09/2017,06/09/2017,Standard Class,East,Furniture,Tables,254.526,0.4,-93.3262,4,,,,,
CA-2015-109001,05/03/2015,09/03/2015,Standard Class,East,Technology,Phones,466.158,0.4,-93.2316,4,,,,,
CA-2017-153045,19/01/2017,24/01/2017,Second Class,East,Technology,Phones,429.6,0.4,-93.08,5,,,,,
CA-2015-157322,02/07/2015,06/07/2015,Standard Class,Central,Furniture,Chairs,382.116,0.3,-92.7996,4,,,,,
US-2017-116659,12/11/2017,12/11/2017,Same Day,East,Technology,Phones,370.782,0.4,-92.6955,0,,,,,
CA-2017-106432,19/10/2017,24/10/2017,Standard Class,Central,Furniture,Bookcases,328.3992,0.32,-91.7586,5,,,,,
